STOPID,STOP_NAME,CLEVERID,DIRECTION,TIMEPOINT,ROUTES_SER,ROUTES_COU,LATITUDE,LONGITUDE,MODE,SHELTER,STOP_TYPE,ON_AVWK_FY,OFF_AVWK_F,ON_AVWK__1,OFF_AVWK_1,AVGWKDY_DE
"N08300","BEAVER RD AT EDGEWORTH LN FS",18287,"Inbound","N","14",1,40.552102,-80.19216,"Bus","No Shelter","Bus Stop",1.31184010126,0.515246661148,"1","1",0
"N08350","BEAVER ST AT GRANT ST",1357,"Inbound","N","14",1,40.54369,-80.185614,"Bus","No Shelter","Bus Stop",2.00731674064,1.88816717169,"2","2",0
"N08360","BEAVER ST AT GRIMES ST",1460,"Outbound","N","14",1,40.542312,-80.183116,"Bus","No Shelter","Bus Stop",1.09418718798,1.61188951377,"1","2",0.12
"N08380","BEAVER ST AT LEET ST FS",1340,"Inbound","N","14",1,40.571224,-80.216402,"Bus","No Shelter","Bus Stop",1.3263164985,0.682537553299,"1","1",0
"N08390","BEAVER ST AT LITTLE ST",1358,"Inbound","N","14",1,40.542266,-80.183425,"Bus","No Shelter","Bus Stop",1.46600356998,1.44951452129,"1","1",0
"N08410","BEAVER ST AT LOGAN ST FS",1361,"Inbound","N","14",1,40.53797,-80.17838,"Bus","No Shelter","Bus Stop",4.26258808268,1.71255939909,"4","2",0.01
"N08420","BEAVER ST AT MAIN ST FS",1480,"Outbound","N","14",1,40.5782,-80.220145,"Bus","No Shelter","Bus Stop",0.752575648863,5.29764947048,"1","5",0.01
"N08430","BEAVER ST AT MCKOWN ST",1365,"Inbound","N","14",1,40.533954,-80.17387,"Bus","No Shelter","Bus Stop",2.69393746614,0.630013062297,"3","1",0.02
"N08440","BEAVER RD AT MEADOW LN",1355,"Inbound","N","14",1,40.546854,-80.189542,"Bus","No Shelter","Bus Stop",4.42635973035,5.55802512815,"4","6",0
"N08450","BEAVER ST AT NEVIN AVE",1455,"Outbound","N","14",1,40.53637,-80.176545,"Bus","No Shelter","Bus Stop",0.755950361697,3.1854908716,"1","3",0
"N08470","BEAVER ST AT OAK DR",1473,"Outbound","N","14",1,40.562387,-80.203745,"Bus","No Shelter","Bus Stop",0.223670874099,3.30787477463,"0","3",0.05
"N08490","BEAVER ST AT OSBORNE LN",1366,"Inbound","N","14",1,40.533053,-80.172193,"Bus","No Shelter","Bus Stop",1.59426549581,0.0497923179832,"2","0",0
"N08500","BEAVER ST AT OSBORNE LN",1452,"Outbound","N","14",1,40.533062,-80.171761,"Bus","No Shelter","Bus Stop",0.0590042900043,0.978385500945,"0","1",0
"N08510","BEAVER ST AT PEEBLES ST",18285,"Inbound","N","14",1,40.537286,-80.177677,"Bus","No Shelter","Bus Stop",6.47859147946,1.4465875156,"6","1",0
"N08520","BEAVER RD AT QUAKER RD",1354,"Inbound","N","14",1,40.548629,-80.189836,"Bus","No Shelter","Bus Stop",1.45627341889,1.05042301317,"1","1",0.02
"N08540","BEAVER ST AT VILLAGE DR",1348,"Inbound","N","14",1,40.559488,-80.201467,"Bus","No Shelter","Bus Stop",19.6045445926,17.5695916567,"20","18",0.02
"N08550","BEAVER ST AT RAPP ST",1343,"Inbound","N","14",1,40.566678,-80.21004,"Bus","No Shelter","Bus Stop",6.80068576939,1.0724612066,"7","1",0.04
"N08560","BEAVER ST AT RIVER RD",1371,"Inbound","N","14",1,40.52657,-80.159097,"Bus","No Shelter","Bus Stop",3.12053198753,2.70265839671,"3","3",0.01
"N08570","BEAVER ST AT RIVER RD",1446,"Outbound","N","14",1,40.526546,-80.15889,"Bus","No Shelter","Bus Stop",3.36642869062,3.42477320172,"3","3",0
"N08580","BEAVER ST AT #1446",1368,"Inbound","N","14",1,40.529804,-80.165711,"Bus","No Shelter","Bus Stop",0.486664594449,0.0736360082378,"0","0",0
"N08590","BEAVER ST AT #1449",1449,"Outbound","N","14",1,40.529979,-80.165464,"Bus","No Shelter","Bus Stop",0.0620247956711,0.298359459588,"0","0",0
"N08610","BEAVER ST AT #305",1342,"Inbound","N","14",1,40.567661,-80.211641,"Bus","No Shelter","Bus Stop",9.34704047792,1.24527059545,"9","1",0
"N08620","BEAVER ST AT #306",1477,"Outbound","N","14",1,40.567828,-80.211414,"Bus","No Shelter","Bus Stop",1.29498074114,9.75893695152,"1","10",0
"N08630","BEAVER RD AT SHIELDS LN",1350,"Inbound","N","14",1,40.55725,-80.198566,"Bus","No Shelter","Bus Stop",0.0993686557568,0.124922542852,"0","0",0
"N08650","BEAVER ST AT SPENCER ST",1344,"Inbound","N","14",1,40.564939,-80.207122,"Bus","No Shelter","Bus Stop",8.21479917623,5.61192485047,"8","6",0.18
"N08660","BEAVER ST AT ST ANDREWS CHURCH",1456,"Outbound","N","14",1,40.537317,-80.177446,"Bus","No Shelter","Bus Stop",0.784710223362,4.4424102224,"1","4",0
"N08670","BEAVER ST AT STRAIGHT ST",1457,"Outbound","N","14",1,40.538388,-80.178501,"Bus","No Shelter","Bus Stop",0.92026177231,7.76615379418,"1","8",0
"N08680","BEAVER ST AT SYCAMORE AVE",1447,"Outbound","N","14",1,40.528213,-80.161305,"Bus","No Shelter","Bus Stop",0.0790282564998,0.0300766107158,"0","0",0
"N08690","BEAVER ST AT VALLEY LN",1472,"Outbound","N","14",1,40.561131,-80.202458,"Bus","No Shelter","Bus Stop",0.989434169279,2.80475269633,"1","3",0
"N08700","BEAVER ST AT WALNUT ST",1359,"Inbound","01288","14",1,40.541184,-80.181849,"Bus","No Shelter","Bus Stop",23.5224877541,30.2759450545,"24","30",0.59
"N08710","BEAVER ST OPP BROAD ST",1478,"Outbound","N","14",1,40.569671,-80.213899,"Bus","No Shelter","Bus Stop",4.57388561052,13.152442535,"5","13",0.01
"N08720","BEAVER ST OPP CAMP MEETING RD",1345,"Inbound","N","14",1,40.563836,-80.20568,"Bus","No Shelter","Bus Stop",8.20426343492,3.13872804927,"8","3",0.02
"N08730","BEAVER RD OPP CHURCH LN",1468,"Outbound","N","14",1,40.55637,-80.196817,"Bus","No Shelter","Bus Stop",0.0595383756705,1.327369565,"0","1",0
"N08735","BEAVER RD OPP EDGEWORTH LN",18298,"Outbound","N","14",1,40.552112,-80.191674,"Bus","No Shelter","Bus Stop",0.507955133668,1.84788342714,"1","2",0
"N08750","BEAVER ST OPP GRANT ST",1462,"Outbound","N","14",1,40.543752,-80.185212,"Bus","No Shelter","Bus Stop",0.612391634353,2.66780131908,"1","3",0
"N08760","BEAVER ST OPP LEET ST",1479,"Outbound","N","14",1,40.571406,-80.216243,"Bus","No Shelter","Bus Stop",0.713399176151,0.481339802489,"1","0",0
"N08770","BEAVER RD OPP LITTLE SEWICKLEY RD",1349,"Inbound","N","14",1,40.558591,-80.200316,"Bus","No Shelter","Bus Stop",0.0230465964359,0.0344673950581,"0","0",0
"N08780","BEAVER RD OPP MEADOW LN FS",1464,"Outbound","N","14",1,40.546893,-80.189212,"Bus","No Shelter","Bus Stop",4.50658424337,3.63425360759,"5","4",0.01
"N08810","BEAVER ST OPP OAK DR",1346,"Inbound","N","14",1,40.562345,-80.204082,"Bus","No Shelter","Bus Stop",3.76688261942,0.492066643191,"4","0",0
"N08825","BEAVER RD OPP QUAKER RD",1465,"Outbound","N","14",1,40.548491,-80.189342,"Bus","No Shelter","Bus Stop",0.578158895375,1.52700400043,"1","2",0.02
"N08830","BEAVER ST OPP VILLAGE DR",1471,"Outbound","N","14",1,40.559482,-80.201009,"Bus","PAAC","Bus Stop with PAAC Shelter",16.6236398081,18.7295414247,"17","19",0.05
"N08840","BEAVER ST OPP RAPP ST",1476,"Outbound","N","14",1,40.566678,-80.20957,"Bus","No Shelter","Bus Stop",1.38209158364,4.80164982518,"1","5",0.04
"N08845","BEAVER RD OPP SHIELDS LN",1469,"Outbound","N","14",1,40.557304,-80.197998,"Bus","No Shelter","Bus Stop",0.0521632144274,0.295587444725,"0","0",0
"N08860","BEAVER ST OPP SPENCER ST",1475,"Outbound","N","14",1,40.564958,-80.206791,"Bus","PAAC","Bus Stop with PAAC Shelter",5.08763893702,10.2642557984,"5","10",0.19
"N08870","BEAVER ST OPP SYCAMORE AVE",1370,"Inbound","N","14",1,40.528301,-80.16175,"Bus","No Shelter","Bus Stop",0.173464741416,0.0425536237367,"0","0",0
"N08880","BEAVER ST OPP VALLEY LN",1347,"Inbound","N","14",1,40.561056,-80.202748,"Bus","No Shelter","Bus Stop",2.11262348124,0.197487678277,"2","0",0
"N09501","BLAZIER DR AT GIANT EAGLE ENTRANCE DRIVE",15587,"Both","N","12",1,40.585267,-80.037493,"Bus","No Shelter","Bus Stop",12.8365079365,3.81111111111,"13","4",0.04
"N09505","MCCANDLESS PARK AND RIDE",318,"Both","01144","12, O12",2,40.586508,-80.030404,"Bus","PAAC","Bus Stop with PAAC Shelter",380.241577185,359.026084391,"380","359",0.15
"N09506","BLAZIER DR AT TARGET ENTRANCE DRIVE",15580,"Both","01143","12",1,40.585969,-80.040716,"Bus","No Shelter","Bus Stop",14.6423187024,13.4967049356,"15","13",0.01
"N10060","BRANCHPORT ST AT PREBLE AVE",1740,"Outbound","N","18",1,40.458844,-80.033435,"Bus","No Shelter","Bus Stop",0,0.0829836829837,"0","0",0
"N10230","BRIGHTON RD AT ACACIA LN",1610,"Outbound","N","16",1,40.479707,-80.031015,"Bus","No Shelter","Bus Stop",1.48095676369,8.95088705673,"1","9",0
"N10250","BRIGHTON RD AT BENTON AVE",1528,"Inbound","01152","16, 17",2,40.484428,-80.035989,"Bus","City of Pittsburgh","Bus Stop with Non-PAAC Shelter",96.4360405197,20.9239510062,"96","21",0.17
"N10260","BRIGHTON RD AT BENTON AVE",1616,"Outbound","22084","16, 17",2,40.484259,-80.035691,"Bus","No Shelter","Bus Stop",19.4323671055,87.4225989069,"19","87",0.06
"N10265","BRIGHTON RD AT BRIGHTRIDGE ST FS (BREADWORKS)",16881,"Outbound","N","16",1,40.461913,-80.019148,"Bus","No Shelter","Bus Stop",5.62697800343,13.9864664122,"6","14",0
"N10270","BRIGHTON RD AT BRIGHTRIDGE ST",1595,"Outbound","N","16",1,40.461454,-80.0188,"Bus","No Shelter","Bus Stop",1.13725161657,3.0038400015,"1","3",0.01
"N10280","BRIGHTON RD AT RIVERSEA RD FS",1552,"Inbound","N","13, 15, 16, 17",4,40.455164,-80.01508,"Bus","No Shelter","Bus Stop",14.8099151024,15.6608951491,"15","16",0.17
"N10290","BRIGHTON RD AT CALIFORNIA AVE FS",1549,"Inbound","01295","13, 15, 16",3,40.459483,-80.016973,"Bus","City of Pittsburgh","Bus Stop with Non-PAAC Shelter",33.2694714533,16.4672436556,"33","16",0.04
"N10320","BRIGHTON RD AT CEMETERY ENTRANCE",1545,"Inbound","N","16",1,40.463312,-80.022136,"Bus","No Shelter","Bus Stop",0.16857498975,0.0404708176906,"0","0",0
"N10330","BRIGHTON RD AT CEMETERY ENTRANCE",1597,"Outbound","N","16",1,40.463357,-80.021825,"Bus","No Shelter","Bus Stop",0.114407432784,0.474180473464,"0","0",0
"N10340","BRIGHTON RD AT N CHARLES ST",1594,"Outbound","02163","15, 16",2,40.459641,-80.016938,"Bus","No Shelter","Bus Stop",26.7903139199,54.4412658012,"27","54",0.03
"N10360","BRIGHTON RD AT COLUMBIA PL",1593,"Outbound","N","13, 15",2,40.458329,-80.016006,"Bus","No Shelter","Bus Stop",8.10471088308,20.7676083676,"8","21",0.06
"N10370","BRIGHTON RD AT DAVIS AVE",1530,"Inbound","N","16",1,40.481758,-80.034192,"Bus","No Shelter","Bus Stop",48.6292694676,9.71241758222,"49","10",0.14
"N10375","BRIGHTON RD OPP GIANT EAGLE LOT",19831,"Outbound","N","17",1,40.489719,-80.044457,"Bus","No Shelter","Bus Stop",0.805386989544,4.86453882689,"1","5",0.06
"N10380","BRIGHTON RD AT DAVIS AVE",1613,"Outbound","N","16",1,40.481664,-80.033736,"Bus","No Shelter","Bus Stop",6.45296971415,46.1965228645,"6","46",0.19
"N10390","BRIGHTON RD AT HARBISON ST",1533,"Inbound","N","16",1,40.47836,-80.031279,"Bus","No Shelter","Bus Stop",7.65469835382,1.46334338879,"8","1",0.02
"N10400","BRIGHTON RD AT HARBISON ST",1609,"Outbound","N","16",1,40.478133,-80.031186,"Bus","No Shelter","Bus Stop",2.11778592084,8.32160418439,"2","8",0.01
"N10410","BRIGHTON RD AT HIGHWOOD ST",1540,"Inbound","N","16, 17",2,40.468391,-80.025324,"Bus","No Shelter","Bus Stop",42.4285853726,16.6833569055,"42","17",0.05
"N10430","BRIGHTON RD AT ISLAND AVE",1544,"Inbound","N","16",1,40.463797,-80.022953,"Bus","No Shelter","Bus Stop",33.2066079706,5.77345452602,"33","6",0.02
"N10450","BRIGHTON RD AT JACKSONIA ST",1550,"Inbound","N","13, 15, 16",3,40.456816,-80.01569,"Bus","City of Pittsburgh","Bus Stop with Non-PAAC Shelter",66.3292397739,22.2901268937,"66","22",0.11
"N10460","BRIGHTON RD AT JACKSONIA ST FS",18313,"Outbound","N","13, 15, 16",3,40.456976,-80.015553,"Bus","No Shelter","Bus Stop",46.8374749896,73.2439731123,"47","73",0.25
"N10470","BRIGHTON RD AT KIRKBRIDE ST",1548,"Inbound","N","16",1,40.460243,-80.018247,"Bus","No Shelter","Bus Stop",5.13552834986,6.21663307472,"5","6",0.03
"N10480","BRIGHTON RD AT KLEBER ST",1526,"Inbound","N","16, 17",2,40.486998,-80.037977,"Bus","No Shelter","Bus Stop",17.8634166499,2.87767295445,"18","3",0.05
"N10490","BRIGHTON RD AT KLEBER ST",1618,"Outbound","N","16, 17",2,40.487061,-80.037399,"Bus","No Shelter","Bus Stop",2.97871774047,21.1843590838,"3","21",0
"N10500","BRIGHTON RD AT MARSHALL AVE NS",18308,"Inbound","N","16, 17",2,40.467215,-80.025171,"Bus","No Shelter","Bus Stop",78.1901747332,11.3589702379,"78","11",0.21
"N10510","BRIGHTON RD AT MARSHALL AVE",1601,"Outbound","N","16",1,40.466826,-80.024895,"Bus","No Shelter","Bus Stop",7.67134167008,47.0173056079,"8","47",0.03
"N10520","BRIGHTON RD AT MCDOWELL ST",1537,"Inbound","N","16",1,40.471728,-80.027139,"Bus","No Shelter","Bus Stop",20.063433593,6.13052654334,"20","6",0.01
"N10530","BRIGHTON RD OPP MCDOWELL ST",1605,"Outbound","N","16",1,40.471819,-80.026968,"Bus","No Shelter","Bus Stop",4.18514142288,15.0596866151,"4","15",0.03
"N10560","BRIGHTON RD AT OLIVER HIGH SCHOOL",1543,"Inbound","01256","16",1,40.464408,-80.023769,"Bus","No Shelter","Bus Stop",10.8328344031,1.84377418211,"11","2",0
"N10570","BRIGHTON RD AT PEMBERTON ST",1614,"Outbound","N","16",1,40.482083,-80.034453,"Bus","No Shelter","Bus Stop",2.24302858143,9.26933893076,"2","9",0.01
"N10580","BRIGHTON RD AT PENNOCK ST",1619,"Outbound","N","16, 17",2,40.487332,-80.039025,"Bus","No Shelter","Bus Stop",2.60183770321,16.8721242463,"3","17",0.05
"N10585","BRIGHTON RD AT PENNSYLVANIA AVE",1551,"Inbound","N","13, 15, 16",3,40.45616,-80.015463,"Bus","No Shelter","Bus Stop",48.3992826149,33.0007220851,"48","33",0.3
"N10590","BRIGHTON RD AT PERROTT ST",1620,"Outbound","N","17",1,40.487595,-80.040458,"Bus","No Shelter","Bus Stop",0.0802517220931,5.58247282741,"0","6",0.05
"N10610","BRIGHTON RD AT RIDGE AVE",7,"Inbound","01301","18",1,40.450649,-80.013586,"Bus","City of Pittsburgh","Bus Stop with Non-PAAC Shelter",3.31673064926,0.137113780927,"3","0",0
"N10620","BRIGHTON RD AT TAYLOR AVE",1591,"Outbound","N","13, 15, 16",3,40.455801,-80.015159,"Bus","No Shelter","Bus Stop",50.4029602398,68.3579043981,"50","68",0.43
"N10640","BRIGHTON RD OPP FARRIS ST STEPS",1546,"Inbound","N","16",1,40.462883,-80.020603,"Bus","No Shelter","Bus Stop",2.47833026688,1.53077425828,"2","2",0.02
"N10670","BRIGHTON RD AT WADLOW ST",1535,"Inbound","N","16",1,40.475415,-80.03062,"Bus","No Shelter","Bus Stop",39.767072791,11.3918047716,"40","11",0.06
"N10695","BRIGHTON RD AT STANFORD RD",1611,"Outbound","N","16",1,40.480782,-80.032229,"Bus","No Shelter","Bus Stop",1.45231371054,14.6003438459,"1","15",0.01
"N10710","BRIGHTON RD AT ST CYRIL'S SCHOOL",16879,"Outbound","N","16, 17",2,40.485984,-80.036456,"Bus","No Shelter","Bus Stop",0.0293004460092,0.438862484551,"0","0",0
"N10720","BRIGHTON RD AT TERMON AVE",1529,"Inbound","N","16, 17",2,40.483108,-80.035576,"Bus","No Shelter","Bus Stop",36.8259340498,8.09504143804,"37","8",0.06
"N10730","BRIGHTON RD AT TERMON AVE",1615,"Outbound","N","16, 17",2,40.482952,-80.035299,"Bus","No Shelter","Bus Stop",4.17901329116,38.2730507494,"4","38",0.02
"N10740","BRIGHTON RD AT VIRUTH ST",1527,"Inbound","N","16, 17",2,40.486466,-80.036883,"Bus","No Shelter","Bus Stop",11.4567287006,3.17037901183,"11","3",0
"N10750","BRIGHTON RD OPP VIRUTH ST",1617,"Outbound","N","16, 17",2,40.486365,-80.036609,"Bus","No Shelter","Bus Stop",2.65931009658,12.43713841,"3","12",0.01
"N10755","BRIGHTON RD AT SCHIMMER ST",1536,"Inbound","N","16",1,40.473769,-80.029011,"Bus","City of Pittsburgh","Bus Stop with Non-PAAC Shelter",78.2339858788,12.6618431576,"78","13",0.02
"N10760","BRIGHTON RD AT SIMEN AVE",1531,"Inbound","N","16",1,40.481049,-80.03297,"Bus","No Shelter","Bus Stop",22.164935519,2.17522856461,"22","2",0.02
"N10770","BRIGHTON RD AT WAPELLO ST FS",1612,"Outbound","N","16",1,40.481241,-80.033026,"Bus","No Shelter","Bus Stop",1.2031124738,11.7245403855,"1","12",0
"N10790","BRIGHTON RD AT WESTBORN ST",1606,"Outbound","N","16",1,40.473456,-80.02853,"Bus","No Shelter","Bus Stop",13.2436646839,61.6290051272,"13","62",0.07
"N10800","BRIGHTON RD AT WOODLAND AVE",1539,"Inbound","N","16",1,40.47,-80.025739,"Bus","No Shelter","Bus Stop",39.0330838569,11.8273337343,"39","12",0.08
"N10810","BRIGHTON RD AT WOODS RUN AVE",1534,"Inbound","01308","16",1,40.476578,-80.031815,"Bus","No Shelter","Bus Stop",90.8819724563,24.498969628,"91","24",0.67
"N10820","BRIGHTON RD AT WOODS RUN AVE",1608,"Outbound","22079","16",1,40.476386,-80.031563,"Bus","No Shelter","Bus Stop",33.5754990284,65.8438898303,"34","66",0.66
"N10830","BRIGHTON RD OPP ACACIA LN",1532,"Inbound","N","16",1,40.479733,-80.031255,"Bus","City of Pittsburgh","Bus Stop with Non-PAAC Shelter",10.0740141833,1.26059464392,"10","1",0.01
"N10840","BRIGHTON RD OPP BRIGHTRIDGE ST",1547,"Inbound","N","16",1,40.461477,-80.019064,"Bus","No Shelter","Bus Stop",13.4767171823,5.8136624593,"13","6",0.02
"N10850","BRIGHTON RD OPP HIGHWOOD ST",1602,"Outbound","N","16, 17",2,40.468309,-80.02511,"Bus","No Shelter","Bus Stop",16.9174605132,78.9206825124,"17","79",0.13
"N10870","BRIGHTON RD OPP ISLAND AVE",1598,"Outbound","N","16",1,40.463759,-80.022532,"Bus","No Shelter","Bus Stop",5.1148247048,35.5484326835,"5","36",0.05
"N10880","BRIGHTON RD OPP OLIVER HIGH SCHOOL",1599,"Outbound","22080","16",1,40.464496,-80.023565,"Bus","No Shelter","Bus Stop",1.23553746078,10.8660097244,"1","11",0.01
"N10890","BRIGHTON RD OPP PENNOCK ST",1525,"Inbound","N","16, 17",2,40.487208,-80.039275,"Bus","No Shelter","Bus Stop",7.93665671765,2.23307901911,"8","2",0.03
"N10900","BRIGHTON RD AT FARRIS ST STEPS",1596,"Outbound","N","16",1,40.46304,-80.02051,"Bus","No Shelter","Bus Stop",1.15110122901,7.16953839582,"1","7",0.01
"N10910","BRIGHTON RD OPP #2415",1600,"Outbound","N","16",1,40.465504,-80.024572,"Bus","No Shelter","Bus Stop",0.326240213989,2.54565158129,"0","3",0
"N10920","BRIGHTON RD OPP WADLOW ST",1607,"Outbound","N","16",1,40.475462,-80.030393,"Bus","No Shelter","Bus Stop",12.7649039447,47.0972831758,"13","47",0.07
"N10940","BRIGHTON RD OPP WOODLAND AVE",1603,"Outbound","N","16",1,40.469892,-80.025494,"Bus","No Shelter","Bus Stop",7.78115172685,47.7883274956,"8","48",0.04
"N10946","BROAD ST AT BEAVER ST",2379,"Outbound","N","21",1,40.540358,-80.18035,"Bus","No Shelter","Bus Stop",0.670413873656,0.437202404166,"1","0",0
"N10948","BROAD ST AT HILL ST",2375,"Outbound","N","21",1,40.541468,-80.178148,"Bus","No Shelter","Bus Stop",0.22127853301,2.92046989842,"0","3",0.01
"N10953","BROAD ST AT THORN ST",2373,"Outbound","N","21",1,40.539025,-80.181588,"Bus","No Shelter","Bus Stop",0.500443148059,19.1615133353,"1","19",0.04
"N11980","BROWNS LN AT CORBETT CT",291,"Both","N","12, 2",2,40.545706,-80.019988,"Bus","No Shelter","Bus Stop",2.83238067731,5.78470205767,"3","6",0.08
"N12010","BROWNS LN AT MCKNIGHT RD",203,"Both","N","12, 2",2,40.545751,-80.017018,"Bus","No Shelter","Bus Stop",36.9180825661,8.5793289915,"37","9",0.08
"N12020","BROWNS LN AT MCKNIGHT RD FS",289,"Both","N","12, 2",2,40.545807,-80.01741,"Bus","No Shelter","Bus Stop",5.14871923142,20.5324622536,"5","21",0.01
"N12060","BROWNS LN AT ROSS PARK DR",202,"Both","N","12, 2",2,40.54526,-80.019203,"Bus","No Shelter","Bus Stop",4.57985776359,2.08499464612,"5","2",0.01
"N12120","BRULE ST AT MAGNET ST",979,"Outbound","N","11",1,40.470824,-80.005672,"Bus","No Shelter","Bus Stop",0.230198571783,0.202450210802,"0","0",0.02
"N12125","BUENTE ST AT RHINE ST",2817,"Inbound","N","6",1,40.466158,-79.993258,"Bus","No Shelter","Bus Stop",14.689957767,0.640044505612,"15","1",0.04
"N12360","BUTLER ST AT BRIDGE ST",2423,"Outbound","N","2, P13",2,40.497637,-79.943806,"Bus","No Shelter","Bus Stop",5.34702274196,9.00714415952,"5","9",0
"N12380","BUTLER ST AT CENTER ST",2421,"Outbound","N","1, 2, P13",3,40.495145,-79.94561,"Bus","No Shelter","Bus Stop",2.58812523127,6.40770156782,"3","6",0.01
"N12410","BUTLER ST OPP FREEPORT ST",3368,"Inbound","00075","2, P13",2,40.496498,-79.944212,"Bus","No Shelter","Bus Stop",21.1579990352,15.1386826433,"21","15",0.02
"N12420","BUTLER ST AT HIGH ST",3367,"Inbound","N","2, P13",2,40.497894,-79.943972,"Bus","No Shelter","Bus Stop",10.2723939965,7.95091170084,"10","8",0
"N12440","BUTLER ST AT ISABELLA ST",2420,"Outbound","N","1, 2, P13",3,40.494252,-79.946641,"Bus","No Shelter","Bus Stop",1.41683834581,3.96738573902,"1","4",0.01
"N12480","BUTLER ST AT MAPLEWOOD ST",3366,"Inbound","N","2, P13",2,40.499037,-79.943918,"Bus","No Shelter","Bus Stop",5.62891427397,3.05058948355,"6","3",0
"N12510","BUTLER ST AT #188",2419,"Outbound","N","1, P13",2,40.493354,-79.948131,"Bus","No Shelter","Bus Stop",3.16210469822,8.74601802857,"3","9",0
"N12520","BUTLER ST AT FREEPORT ST",2422,"Outbound","22106","1, 2, P13",3,40.496388,-79.944132,"Bus","No Shelter","Bus Stop",49.1429159274,40.0260936806,"49","40",0.05
"N12530","BUTLER ST AT WASHINGTON ST",3371,"Inbound","N","1, 2, P13",3,40.493681,-79.947984,"Bus","No Shelter","Bus Stop",12.5770930375,3.70277885256,"13","4",0
"N12550","BUTLER ST OPP CENTER ST",3369,"Inbound","N","1, 2, P13",3,40.49543,-79.945484,"Bus","No Shelter","Bus Stop",7.38045153232,3.19640558601,"7","3",0
"N12570","BUTLER ST OPP ISABELLA ST",3370,"Inbound","N","1, 2, P13",3,40.494513,-79.946562,"Bus","No Shelter","Bus Stop",0.869436894656,1.26388042143,"1","1",0.01
"N12580","BUTLER ST OPP MAPLEWOOD ST",19533,"Outbound","N","2, P13",2,40.498776,-79.943712,"Bus","No Shelter","Bus Stop",1.70808545517,5.86336566449,"2","6",0
"N12645","CALIFORNIA AVE AT ANTRIM ST",1949,"Outbound","N","13",1,40.47521,-80.039518,"Bus","No Shelter","Bus Stop",1.5877636677,8.80454393559,"2","9",0
"N12670","CALIFORNIA AVE OPP POST OFFICE",3162,"Outbound","N","13",1,40.459001,-80.020625,"Bus","No Shelter","Bus Stop",4.29865964324,25.5699766758,"4","26",0.05
"N12685","CALIFORNIA AVE AT BENTON AVE FS",19563,"Outbound","N","13",1,40.484418,-80.040719,"Bus","No Shelter","Bus Stop",1.23506308571,6.94364848966,"1","7",0
"N12690","CALIFORNIA AVE AT BIRMINGHAM AVE",1262,"Inbound","N","16, 19L",2,40.501811,-80.069499,"Bus","No Shelter","Bus Stop",34.1463073153,0.875074862074,"34","1",0.01
"N12700","CALIFORNIA AVE AT BIRMINGHAM AVE",1326,"Outbound","N","16, 19L",2,40.501785,-80.068892,"Bus","No Shelter","Bus Stop",0.598698458161,36.2459321247,"1","36",0.04
"N12705","CALIFORNIA AVE AT BOSTON ST",1945,"Outbound","N","13",1,40.469395,-80.035722,"Bus","No Shelter","Bus Stop",4.39538083912,9.87200124019,"4","10",0
"N12710","CALIFORNIA AVE AT CHELLIS ST",1883,"Outbound","N","13",1,40.486215,-80.043397,"Bus","No Shelter","Bus Stop",2.00350049752,6.3782524747,"2","6",0.03
"N12720","CALIFORNIA AVE AT CHESTNUT ST",1264,"Inbound","N","16, 19L",2,40.500138,-80.06606,"Bus","No Shelter","Bus Stop",48.2056032027,0.74518591582,"48","1",0.07
"N12730","CALIFORNIA AVE AT CHESTNUT ST",1324,"Outbound","N","16, 19L",2,40.50007,-80.065432,"Bus","No Shelter","Bus Stop",0.638209178793,42.7510095163,"1","43",0.05
"N12740","CALIFORNIA AVE AT COOPER AVE",1880,"Outbound","N","13",1,40.482954,-80.041148,"Bus","No Shelter","Bus Stop",3.00500569609,17.0349945005,"3","17",0.05
"N12760","CALIFORNIA AVE AT DAVIS AVE",1953,"Outbound","N","13",1,40.480029,-80.041022,"Bus","No Shelter","Bus Stop",9.67474650405,69.0306188266,"10","69",0.06
"N12770","CALIFORNIA AVE OPP ELIZABETH AVE",18318,"Outbound","N","16, 19L",2,40.499371,-80.063642,"Bus","No Shelter","Bus Stop",1.65319219875,52.2845154899,"2","52",0.06
"N12780","CALIFORNIA AVE AT ELIZABETH AVE FS",18305,"Inbound","N","16, 19L",2,40.499159,-80.063652,"Bus","No Shelter","Bus Stop",50.2468944542,2.01492123352,"50","2",0.08
"N12790","CALIFORNIA AVE AT FAIRLEE ST FS",19855,"Inbound","N","13",1,40.478909,-80.040806,"Bus","No Shelter","Bus Stop",10.4060498688,3.0465832136,"10","3",0
"N12795","CALIFORNIA AVE AT FALCK AVE",1952,"Outbound","N","13",1,40.477996,-80.040408,"Bus","No Shelter","Bus Stop",9.07809215288,30.1792076589,"9","30",0.12
"N12800","CALIFORNIA AVE AT FISK AVE",1260,"Inbound","N","16, 19L",2,40.50316,-80.072884,"Bus","No Shelter","Bus Stop",7.26962792773,0.136140498433,"7","0",0
"N12810","CALIFORNIA AVE OPP FISK AVE",1328,"Outbound","N","16, 19L",2,40.503381,-80.072855,"Bus","No Shelter","Bus Stop",0.179633582227,12.5723401648,"0","13",0.05
"N12820","CALIFORNIA AVE AT FLORENCE AVE",1259,"Inbound","10009","16, 19L",2,40.503511,-80.074711,"Bus","No Shelter","Bus Stop",11.5750920397,0.0721945759394,"12","0",0
